case_id,segmentation_A,segmentation_B,warped_segmentation_A,flips_percentage,log_jac_std,dice,hd95
ACDC.patient113.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient113/ACDC.patient113.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient113/ACDC.patient113.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient113/ACDC.patient113.warped_ED_seg.nii.gz,0.0,0.012521507,0.7592966579628385,2.9397106365535866
ACDC.patient114.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient114/ACDC.patient114.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient114/ACDC.patient114.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient114/ACDC.patient114.warped_ES_seg.nii.gz,0.0,0.0103680305,0.5788591553543732,6.4323528469261175
ACDC.patient114.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient114/ACDC.patient114.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient114/ACDC.patient114.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient114/ACDC.patient114.warped_ED_seg.nii.gz,0.0,0.01062417,0.5788111010251767,6.4405433591908405
ACDC.patient115.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient115/ACDC.patient115.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient115/ACDC.patient115.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient115/ACDC.patient115.warped_ES_seg.nii.gz,0.0,0.014385625,0.660712250122267,4.888364672901645
ACDC.patient115.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient115/ACDC.patient115.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient115/ACDC.patient115.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient115/ACDC.patient115.warped_ED_seg.nii.gz,0.0,0.014832438,0.6606675892742375,4.7110928722491225
ACDC.patient116.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient116/ACDC.patient116.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient116/ACDC.patient116.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient116/ACDC.patient116.warped_ES_seg.nii.gz,0.0,0.010778319,0.5006696218460296,6.574141604762906
ACDC.patient116.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient116/ACDC.patient116.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient116/ACDC.patient116.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient116/ACDC.patient116.warped_ED_seg.nii.gz,0.0,0.011218121,0.5020932909942267,6.224464359636034
ACDC.patient117.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient117/ACDC.patient117.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient117/ACDC.patient117.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient117/ACDC.patient117.warped_ES_seg.nii.gz,0.0,0.015745776,0.6778143548063024,5.764799027269593
ACDC.patient117.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient117/ACDC.patient117.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient117/ACDC.patient117.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient117/ACDC.patient117.warped_ED_seg.nii.gz,0.0,0.015484156,0.6687275773429532,5.772840036219606
ACDC.patient118.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient118/ACDC.patient118.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient118/ACDC.patient118.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient118/ACDC.patient118.warped_ES_seg.nii.gz,0.0,0.017576909,0.6979313656034427,5.085728483387235
