case_id,segmentation_A,segmentation_B,warped_segmentation_A,flips_percentage,log_jac_std,dice,hd95
HCP.212318_to_672756,evaluation_results/ants/SyN/HCP-1/results/HCP.212318_to_672756/HCP.212318_to_672756.212318_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.212318_to_672756/HCP.212318_to_672756.672756_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.212318_to_672756/HCP.212318_to_672756.warped_212318_seg.nii.gz,0.0,0.031814486,0.748971279486316,2.2243911691418696
HCP.188347_to_499566,evaluation_results/ants/SyN/HCP-1/results/HCP.188347_to_499566/HCP.188347_to_499566.188347_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.188347_to_499566/HCP.188347_to_499566.499566_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.188347_to_499566/HCP.188347_to_499566.warped_188347_seg.nii.gz,0.0,0.035572346,0.7854936021465571,1.4838759954702436
HCP.135225_to_751348,evaluation_results/ants/SyN/HCP-1/results/HCP.135225_to_751348/HCP.135225_to_751348.135225_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.135225_to_751348/HCP.135225_to_751348.751348_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.135225_to_751348/HCP.135225_to_751348.warped_135225_seg.nii.gz,0.0,0.03626495,0.7712815944888854,2.4403494004685555
HCP.397760_to_149337,evaluation_results/ants/SyN/HCP-1/results/HCP.397760_to_149337/HCP.397760_to_149337.397760_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.397760_to_149337/HCP.397760_to_149337.149337_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.397760_to_149337/HCP.397760_to_149337.warped_397760_seg.nii.gz,0.0,0.029042702,0.7952246501387894,1.7519093241997332
HCP.140925_to_130013,evaluation_results/ants/SyN/HCP-1/results/HCP.140925_to_130013/HCP.140925_to_130013.140925_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.140925_to_130013/HCP.140925_to_130013.130013_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.140925_to_130013/HCP.140925_to_130013.warped_140925_seg.nii.gz,0.0,0.035555348,0.7669279763889066,1.7387510945079658
HCP.190031_to_149539,evaluation_results/ants/SyN/HCP-1/results/HCP.190031_to_149539/HCP.190031_to_149539.190031_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.190031_to_149539/HCP.190031_to_149539.149539_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.190031_to_149539/HCP.190031_to_149539.warped_190031_seg.nii.gz,0.0,0.029910518,0.8013484262523585,1.54141551612651
HCP.148335_to_654754,evaluation_results/ants/SyN/HCP-1/results/HCP.148335_to_654754/HCP.148335_to_654754.148335_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.148335_to_654754/HCP.148335_to_654754.654754_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.148335_to_654754/HCP.148335_to_654754.warped_148335_seg.nii.gz,0.0,0.027329095,0.7420519579560517,1.8274185608180622
HCP.212318_to_148335,evaluation_results/ants/SyN/HCP-1/results/HCP.212318_to_148335/HCP.212318_to_148335.212318_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.212318_to_148335/HCP.212318_to_148335.148335_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.212318_to_148335/HCP.212318_to_148335.warped_212318_seg.nii.gz,0.0,0.037333604,0.7320310718121746,2.095271189236656
HCP.212318_to_499566,evaluation_results/ants/SyN/HCP-1/results/HCP.212318_to_499566/HCP.212318_to_499566.212318_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.212318_to_499566/HCP.212318_to_499566.499566_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.212318_to_499566/HCP.212318_to_499566.warped_212318_seg.nii.gz,0.0,0.029734366,0.7535213991380505,1.9236720444111535
HCP.126325_to_672756,evaluation_results/ants/SyN/HCP-1/results/HCP.126325_to_672756/HCP.126325_to_672756.126325_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.126325_to_672756/HCP.126325_to_672756.672756_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.126325_to_672756/HCP.126325_to_672756.warped_126325_seg.nii.gz,0.0,0.030564504,0.7418297650750406,1.9076309143097365
HCP.131217_to_124422,evaluation_results/ants/SyN/HCP-1/results/HCP.131217_to_124422/HCP.131217_to_124422.131217_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.131217_to_124422/HCP.131217_to_124422.124422_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.131217_to_124422/HCP.131217_to_124422.warped_131217_seg.nii.gz,0.0,0.03015147,0.7753725724298198,1.6651599272866233
HCP.162733_to_162733,evaluation_results/ants/SyN/HCP-1/results/HCP.162733_to_162733/HCP.162733_to_162733.162733_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.162733_to_162733/HCP.162733_to_162733.162733_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.162733_to_162733/HCP.162733_to_162733.warped_162733_seg.nii.gz,0.0,0.00061919616,1.0,0.0
